"","Date","Text","bing_score","nrc_score","afin_score"
"7006","2019-03-26","rt tomfitton let s be clear neither mueller obama fbi doj cia deep state etc ever had good faith basis to pursue realdonaldtrump o ",1,1,1
"7012","2019-03-27","the fake news media has lost tremendous credibility with its corrupt coverage of the illegal democrat witch hunt of your all time favorite duly elected president me t v ratings of cnn amp msnbc tanked last night after seeing the mueller report statement foxnews up big ",-1,-1,-1
"7015","2019-03-27","we are here today to award america s highest military honor to a fallen hero who made the supreme sacrifice for our nation staff sergeant travis atkins  t co q j bhrnha",1,1,1
"7017","2019-03-27"," greggjarrett trump russia collusion was always a hoax and dirtiest political trick in modern us history  t co h q ul g",-1,-1,-1
"7018","2019-03-28","wow ratings for morning joe which were really bad in the first place just tanked with the release of the mueller report likewise other shows on msnbc and cnn have gone down by as much as just shows fake news never wins ",-1,-1,1
"7020","2019-03-28","congressman adam schiff who spent two years knowingly and unlawfully lying and leaking should be forced to resign from congress ",-1,-1,-1
"7021","2019-03-28","mexico is doing nothing to help stop the flow of illegal immigrants to our country they are all talk and no action likewise honduras guatemala and el salvador have taken our money for years and do nothing the dems don t care such bad laws may close the southern border ",-1,1,-1
"7023","2019-03-28","we have a national emergency at our southern border the dems refuse to do what they know is necessary amend our immigration laws would immediately solve the problem mexico with the strongest immigration laws in the world refuses to help with illegal immigration amp drugs ",-1,-1,-1
"7024","2019-03-28","will be heading to grand rapids michigan tonight for a big rally will be talking about the many exciting things that are happening to our country but also the car companies amp others that are pouring back into michigan ohio pennsylvania north amp south carolina amp all over ",1,1,1
"7025","2019-03-28","the fake news media is going crazy they are suffering a major breakdown have zero credibility or respect amp must be thinking about going legit i have learned to live with fake news which has never been more corrupt than it is right now someday i will tell you the secret ",-1,-1,-1
"7028","2019-03-28","fbi amp doj to review the outrageous jussie smollett case in chicago it is an embarrassment to our nation ",-1,-1,-1
"7030","2019-03-28","very important that opec increase the flow of oil world markets are fragile price of oil getting too high thank you ",-1,1,1
"7035","2019-03-29","beautiful magarally tonight in grand rapids michigan thank you i love you make america great again  t co xlmoaatr ",1,1,1
"7037","2019-03-29","on this vietnam war veterans day we celebrate the brave vietnam veterans and all of america s veterans thank you for your service to our great nation ",1,-1,1
"7040","2019-03-29"," the problem is no matter what the radical left democrats get no matter what we give them it will never be enough just watch they will harass amp complain amp resist the theme of their movement so maybe we should just take our victory and say no we ve got a country to run ",-1,-1,-1
"7041","2019-03-29","so funny that the new york times amp the washington post got a pulitzer prize for their coverage negative and fake of collusion with russia and there was no collusion so they were either duped or corrupt in any event their prizes should be taken away by the committee ",-1,-1,-1
"7042","2019-03-29","working hard thank you maga  t co hol to u",-1,1,1
"7043","2019-03-29","massive overflow crowds in grand rapids michigan tonight thank you for joining us tonight maga  t co kq htzaxsk",1,-1,1
"7044","2019-03-30"," the trump administration has succeeded in dramatically raising the costs to iran for its sinister behavior at no cost to the u s or our allies that s the definition of a foreign policy achievement bret stephens nytimes we are getting stronger all over the world watch ",1,-1,1
"7048","2019-03-30","a huge thanks to heathernauert for serving america at the statedept great work i m proud to have you join the fulbright board  t co oq zaa mid",1,1,1
"7049","2019-03-31","everybody is asking how the phony and fraudulent investigation of the no collusion no obstruction trump campaign began we need to know for future generations to understand this hoax should never be allowed to happen to another president or administration again ",-1,-1,-1
"7050","2019-03-31","the democrats are allowing a ridiculous asylum system and major loopholes to remain as a mainstay of our immigration system mexico is likewise doing nothing a very bad combination for our country homeland security is being sooo very nice but not for long ",-1,-1,-1
"7052","2019-04-01","no matter what information is given to the crazed democrats from the no collusion mueller report it will never be good enough behind closed doors the dems are laughing ",-1,1,1
"7054","2019-04-01","democrats should stop fighting sen david perdue s disaster relief bill they are blocking funding and relief for our great farmers and rural america ",1,-1,-1
"7055","2019-04-01","now that the long awaited mueller report conclusions have been released most democrats and othershave gone back to the pre witch hunt phase of their lives before collusion delusion took over others are pretending that their former hero bob mueller no longer exists ",-1,-1,-1
